"location","context","source","target"
"doc.annexes.a2.3_learning_outcomes.table_cell.5219599e6d56.105","annexes.a2.3_learning_outcomes|table_cell","Intermediate","Gemiddeld"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.table_cell.47a0dfa51d38","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|table_cell","Systematic review of screen time and health consequences in children and adolescents which included 43 articles. Excessive screen time was associated with increased risk for obesity and other cardiometabolic risk factors, mental health, unhealthy dietary habits and eating disorders, and problems in development and child–parent relationships. Sleep, physical activity, eyesight, headaches, and the musculoskeletal system were negatively affected as well. However, the effects vary by type of media used and the way types of media were used. Guided treatment of competence 4.3.","Systematische review van schermtijd en gezondheidsgevolgen bij kinderen en jongeren waarbij 43 artikelen werden betrokken. Overmatige schermtijd werd geassocieerd met een verhoogd risico op obesitas en andere cardiometabole risicofactoren, mentale gezondheidsproblemen, ongezonde eetgewoonten en eetstoornissen, en problemen in de ontwikkeling en de ouder-kindrelatie. Ook slaap, fysieke activiteit, gezichtsvermogen, hoofdpijn en het bewegingsapparaat werden negatief beïnvloed. De effecten variëren echter per type media en de manier waarop de media werden gebruikt. Stuurde de behandeling van competentie 4.3."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set.paragraph.5a8506131a2a","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_1:_initial_scoping.phase_1.2:_literature_and_policy_review_for_gap_analysis_of_digcomp_learning_outcomes_foundation_set|paragraph","Source: Compiled by JRC from existing sources.","Bron: Samengesteld door het JRC op basis van bestaande bronnen."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.paragraph.939f7707301e","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts|paragraph","The objective of Phase 2 (June 2024-June 2025) was to review the proposals emerging from Phase 1 with a diverse set of experts in order to establish materials for DigComp 3.0 for Phase 3 (stakeholder consultation) and Phase 4 (framework validation). Experts were identified such that the combined group represented geographic and stakeholder diversity (i.e. covering stakeholders across Europe from policy, academia, formal and informal education and training, employers, employment intermediaries and industry), as well as a balance by level (European, national, regional) and gender. The work with experts took place in two steps. In Step 1 (June-December 2024), ICF-Europe, supported by Stefano Kluzer, Lidija Kralj and Riina Vuorikari, coordinated two online expert meetings in June and October 2024. Including the aforementioned experts, 29 individuals from 12 EU countries and six European-level organisations and a diversity of sectors (formal education, vocational and adult education, higher education, employment and third sector) took part. In Step 2 (January-June 2025), the JRC worked directly with seven of the 30 experts who participated in Step 1, termed the ‘DigComp expert pool’.","Het doel van Fase 2 (juni 2024 - juni 2025) was om de voorstellen uit Fase 1 te beoordelen met een diverse groep experts om materialen voor DigComp 3.0 vast te stellen voor Fase 3 (stakeholderconsultatie) en Fase 4 (validatie van het raamwerk). Experts werden zodanig geselecteerd dat de gecombineerde groep een geografische en stakeholder-diversiteit vertegenwoordigde (d.w.z. stakeholders uit heel Europa uit beleid, de academische wereld, formeel en informeel onderwijs en training, werkgevers, arbeidsbemiddelaars en de industrie), evenals een balans in niveau (Europees, nationaal, regionaal) en gender. Het werk met de experts vond plaats in twee stappen. In Stap 1 (juni - december 2024) coördineerde ICF-Europe, ondersteund door Stefano Kluzer, Lidija Kralj en Riina Vuorikari, twee online expertbijeenkomsten in juni en oktober 2024. Inclusief de bovengenoemde experts namen 29 personen uit 12 EU-landen en zes organisaties op Europees niveau en een diversiteit aan sectoren (formeel onderwijs, beroeps- en volwasseneneducatie, hoger onderwijs, werkgelegenheid en de derde sector) deel. In Stap 2 (januari - juni 2025) werkte het JRC rechtstreeks met zeven van de 30 experts die aan Stap 1 hadden deelgenomen, de zogenaamde 'DigComp expert pool'."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024.paragraph.d2e9571df189","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024|paragraph","During the first meeting (June 25, 2024), experts reviewed and discussed two internal thematic papers – one on DigComp learning outcomes (by the JRC), which described the development methodology and presented an initial draft of 565 learning outcomes; and the other on emerging trends and their implications for DigComp (by Lidija Kralj), which identified nine emerging trends and their implications for the DigComp competences. In these early discussions, participants strongly favoured the prioritisation of policy concerns such as cybersecurity risk, threats to wellbeing, and threat of misinformation to democratic processes; and noted that data protection concerns are now on a bigger scale. Discussions on the draft learning outcomes identified improvements to the wording, and varying views were expressed on the level of granularity and their distribution across proficiency levels. Experts recommended a stronger focus in the learning outcomes on ethical and human-centric aspects.","Tijdens de eerste bijeenkomst (25 juni 2024) beoordeelden en bespraken experts twee interne themadocumenten – één over DigComp-leerresultaten (door het JRC), waarin de ontwikkelingsmethodologie werd beschreven en een eerste concept van 565 leerresultaten werd gepresenteerd; en het andere over opkomende trends en hun implicaties voor DigComp (door Lidija Kralj), waarin negen opkomende trends en hun implicaties voor de DigComp-competenties werden geïdentificeerd. In deze vroege discussies gaven deelnemers sterk de voorkeur aan de prioritering van beleidskwesties zoals cybersecurity-risico's, bedreigingen voor het welzijn en de dreiging van desinformatie voor democratische processen; ook werd opgemerkt dat zorgen over gegevensbescherming nu op grotere schaal spelen. Discussies over de concept-leerresultaten leidden tot verbeteringen in de formulering, en er werden verschillende standpunten geuit over de mate van granulariteit en de verdeling over de vaardigheidsniveaus. Experts adviseerden een sterkere focus op ethische en mensgerichte aspecten in de leerresultaten."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024.paragraph.ae6415792988","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024|paragraph","Following this, the JRC compiled feedback from the experts to revise and improve the learning outcomes and to draft a set of proposed updates to the existing DigComp 2.2 framework. These proposals consisted of changing the wording of certain competence areas and competences; updating the proficiency levels and focusing on four rather than eight levels; systematically integrating AI; and a proposal for a new element, learning goals, which would sit mid-way between general proficiency level descriptions and learning outcomes.","Vervolgens verzamelde het JRC de feedback van de experts om de leerresultaten te herzien en te verbeteren en om een set voorgestelde updates voor het bestaande DigComp 2.2-raamwerk op te stellen. Deze voorstellen bestonden uit het wijzigen van de bewoording van bepaalde competentiegebieden en competenties; het bijwerken van de vaardigheidsniveaus en het focussen op vier in plaats van acht niveaus; het systematisch integreren van AI; en een voorstel voor een nieuw element, leerdoelen, die zich halverwege tussen de algemene beschrijvingen van vaardigheidsniveaus en leerresultaten zouden bevinden."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024.paragraph.33ff2660cb29","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024|paragraph","During the second meeting (October 2, 2024), experts reviewed an internal paper drafted by the JRC with proposals for DigComp 3.0. and the revised learning outcomes They confirmed the added value of both the learning outcomes (which had been reduced from 565 to 537), and the learning goals, but flagged that the term ‘learning goals’ might be too close in meaning to ‘learning outcomes’. Experts also made several specific suggestions on the framework content and identified a small number of gaps (such as e-government and AI systems bias identification). The proposal the proficiency levels was supported, with some suggestions to improve wording. Experts recommended the incorporation of recent and emerging trends in such a way as to recognise their implications (e.g. of generative AI in content creation) while at the same time remaining technology-neutral and sufficiently generic for framework stability. They also made some suggestions on ways to support use of the framework, particularly for assessment, and to help users navigate the new added complexity of the framework.","Tijdens de tweede bijeenkomst (2 oktober 2024) beoordeelden experts een door het JRC opgesteld intern document met voorstellen voor DigComp 3.0 en de herziene leerresultaten. Ze bevestigden de toegevoegde waarde van zowel de leerresultaten (die waren teruggebracht van 565 naar 537) als de leerdoelen, maar merkten op dat de term 'leerdoelen' qua betekenis mogelijk te dicht bij 'leerresultaten' lag. Experts deden ook enkele specifieke suggesties over de inhoud van het raamwerk en identificeerden een klein aantal hiaten (zoals e-government en identificatie van vooringenomenheid in AI-systemen). Het voorstel voor de vaardigheidsniveaus werd gesteund, met enkele suggesties om de bewoording te verbeteren. Experts adviseerden om recente en opkomende trends zodanig op te nemen dat de implicaties ervan worden erkend (bijv. van generatieve AI bij contentcreatie), terwijl het tegelijkertijd technologieneutraal en voldoende generiek blijft voor de stabiliteit van het raamwerk. Ze deden ook suggesties over manieren om het gebruik van het raamwerk te ondersteunen, met name voor beoordeling, en om gebruikers te helpen navigeren door de nieuwe, toegevoegde complexiteit van het raamwerk."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024.paragraph.2bf9d611f749","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024|paragraph","In the final part of Step 1, ICF-Europe and Riina Vuorikari produced an internal summary report that provided options and recommendations for the next steps of development. Recommendations included:","In het laatste deel van Stap 1 stelden ICF-Europe en Riina Vuorikari een intern samenvattend rapport op met opties en aanbevelingen voor de volgende ontwikkelingsstappen. Aanbevelingen waren onder meer:"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024.paragraph.f795659b5bca","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024|paragraph","Ensuring that all relevant digital technological developments and regulations are included.","Zorgen dat alle relevante digitale technologische ontwikkelingen en regelgeving zijn opgenomen."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024.paragraph.717a5801ec66","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024|paragraph","Clarifying the position and purpose of the ‘learning goals’ in the framework.","Verduidelijken van de positie en het doel van de 'leerdoelen' in het raamwerk."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024.paragraph.a42cf5234028","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024|paragraph","Ensuring that the meaning of ‘Basic’ is aligned to the previous version of DigComp and further clarifying the distinction between the ‘Highly Advanced’ proficiency level and ICT specialists.","Zorgen dat de betekenis van 'Basis' is afgestemd op de vorige versie van DigComp en het verder verduidelijken van het onderscheid tussen het vaardigheidsniveau 'Zeer gevorderd' en ICT-specialisten."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024.paragraph.d3272d1ef846","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024|paragraph","Making further refinements to the wording of the competence areas and competences.","Verdere verfijningen aanbrengen in de formulering van de competentiegebieden en competenties."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024.paragraph.f3c3eb9b6d54","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024|paragraph","Ensuring that AI is fully represented across the framework (including what is in DigComp 2.2).","Zorgen dat AI volledig vertegenwoordigd is in het raamwerk (inclusief wat er in DigComp 2.2 staat)."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024.paragraph.1afee5f718da","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024|paragraph","Using terminology that is consistent with previous versions.","Gebruiken van terminologie die consistent is met vorige versies."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024.paragraph.8d5f6dc52a8e","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024|paragraph","Providing stakeholders an opportunity to review all draft material.","Stakeholders de gelegenheid bieden om al het conceptmateriaal te beoordelen."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024.paragraph.10026b2b7472","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.1:_step_1_june-december_2024|paragraph","Developing support or guidance material for DigComp 3.0.","Ontwikkelen van ondersteunend materiaal of handleidingen voor DigComp 3.0."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.2:_step_2_january-june_2025.paragraph.7e3b5867705c","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.2:_step_2_january-june_2025|paragraph","In Step 2, the JRC worked with a subset of seven experts who had participated in Step 1 of Phase 2. This phase overlapped with Phases 3 and 4, since the experts were centrally involved in the stakeholder consultation and the validation workshop. One expert, Luis Pereira, was assigned the role of Chair of the DigComp expert pool and ensured that all expert observations and feedback were synthesised effectively. A second, Stefano Kluzer, had specific tasks in Phase 3 as Stakeholder Expert. The other five experts were Ulrike Domany-Funtan, Māra Jākobsone, Lidija Kralj, Attila Rausch and Roland Stürz.","In Stap 2 werkte het JRC met een subgroep van zeven experts die hadden deelgenomen aan Stap 1 van Fase 2. Deze fase overlapte met de Fasen 3 en 4, aangezien de experts nauw betrokken waren bij de stakeholderconsultatie en de validatieworkshop. Eén expert, Luis Pereira, kreeg de rol van voorzitter van de DigComp-expertpool en zorgde ervoor dat alle observaties en feedback van experts effectief werden samengevat. Een tweede, Stefano Kluzer, had specifieke taken in Fase 3 als Stakeholder Expert. De overige vijf experts waren Ulrike Domany-Funtan, Māra Jākobsone, Lidija Kralj, Attila Rausch en Roland Stürz."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.2:_step_2_january-june_2025.paragraph.01e4e25b89bf","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.2:_step_2_january-june_2025|paragraph","Step 2 was an intensive phase of the development of DigComp 3.0, and included seven meetings between the experts and the JRC. The first task of experts was to make an in-depth review of the draft DigComp 3.0 components, which had been revised by the JRC following the feedback and recommendations from","Stap 2 was een intensieve fase in de ontwikkeling van DigComp 3.0 en omvatte zeven bijeenkomsten tussen de experts en het JRC. De eerste taak van de experts was het uitvoeren van een diepgaande beoordeling van de concept-componenten van DigComp 3.0, die door het JRC waren herzien naar aanleiding van de feedback en aanbevelingen uit"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.2:_step_2_january-june_2025.paragraph.621e5624966c","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_2:_work_with_experts.phase_2.2:_step_2_january-june_2025|paragraph","Step 1 of Phase 2. At this stage, the ‘learning objectives’ of the draft framework were re-shaped to become competence statements at each proficiency level. The experts’ review of this enabled the JRC to prepare the materials for the DigComp 3.0 stakeholder consultation sessions in April 2025. Experts each attended one of the two stakeholder sessions and provided their observations to the Chair, who made a synthesis of them. The Stakeholder Expert collaborated with the JRC to design and co-ordinate the consultation sessions and worked with the JRC to produce an internal stakeholder consultation report that considered all stakeholder and experts’ feedback. Experts also supported the JRC’s preparations for the DigComp 3.0 validation workshop in June 2025 and supported the group discussions. A week after the validation workshop, the experts met with the JRC to discuss and agree, concretely, on how the validation workshop feedback would be reflected in the final version of the framework. During this phase, the draft AI Literacy Framework developed in an OECD-European Commission collaboration (OECD, 2025) was reviewed to ensure that the competences of AI literacy were adequately and appropriately present in DigComp 3.0. This was completed via an internal mapping exercise by Lidija Kralj in collaboration with the JRC, which confirmed that all AI Literacy framework competences were adequately and appropriately covered in the DigComp 3.0 draft material.","Stap 1 van Fase 2. In dit stadium werden de 'leerdoelen' van het conceptraamwerk omgevormd tot competentiebeschrijvingen op elk vaardigheidsniveau. De beoordeling door de experts stelde het JRC in staat om het materiaal voor de DigComp 3.0-stakeholderconsultatiesessies in april 2025 voor te bereiden. De experts woonden elk één van de twee stakeholdersessies bij en gaven hun observaties door aan de voorzitter, die hier een synthese van maakte. De Stakeholder Expert werkte samen met het JRC aan het ontwerp en de coördinatie van de consultatiesessies en produceerde samen met het JRC een intern stakeholderconsultatierapport waarin alle feedback van stakeholders en experts werd meegenomen. Experts ondersteunden ook de voorbereidingen van het JRC voor de DigComp 3.0-validatieworkshop in juni 2025 en ondersteunden de groepsdiscussies. Een week na de validatieworkshop kwamen de experts met het JRC bijeen om concreet af te spreken hoe de feedback van de validatieworkshop zou worden verwerkt in de definitieve versie van het raamwerk. Tijdens deze fase werd ook het concept AI-geletterdheidsraamwerk, ontwikkeld in een samenwerking tussen de OESO en de Europese Commissie (OECD, 2025), beoordeeld om te waarborgen dat de competenties voor AI-geletterdheid adequaat en passend aanwezig waren in DigComp 3.0. Dit werd gedaan via een interne mapping-oefening door Lidija Kralj in samenwerking met het JRC, die bevestigde dat alle competenties uit het AI-geletterdheidsraamwerk adequaat en passend gedekt waren in het conceptmateriaal van DigComp 3.0."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.d546c067fb67","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","The success of DigComp relies on meaningful engagement with a broad range of stakeholders, as well as ensuring that their perspectives and feedback are incorporated into the published version. Phase 3, which ran from March-May 2025, entailed a broad and structured consultation process. In addition to the stakeholder consultation described here, the JRC liaised with various European Commission Policy Directorates to ensure policy alignment of DigComp 3.0. The Policy Directorates involved are listed in the Acknowledgements.","Het succes van DigComp hangt af van een betekenisvolle betrokkenheid van een breed scala aan stakeholders, evenals het waarborgen dat hun perspectieven en feedback worden opgenomen in de gepubliceerde versie. Fase 3, die liep van maart tot mei 2025, omvatte een breed en gestructureerd consultatieproces. Naast de hier beschreven stakeholderconsultatie onderhield het JRC contact met diverse beleidsdirecties van de Europese Commissie om de beleidsmatige afstemming van DigComp 3.0 te waarborgen. De betrokken beleidsdirecties staan vermeld in de Dankbetuiging."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.e833c47b1893","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","AIMS, FORMAT AND PARTICIPANTS","DOELEN, OPZET EN DEELNEMERS"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.4bbc1225b8d7","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","An external stakeholder consultation process was carried out in April 2025, aimed at reaching a wide and balanced range of stakeholders (by sector, country, and DigComp experience), and designed to permit efficient and detailed stakeholder feedback to be gathered and synthesised. The consultation process was set up under three streams:","In april 2025 werd een extern stakeholderconsultatieproces uitgevoerd, gericht op het bereiken van een breed en evenwichtig scala aan stakeholders (per sector, land en DigComp-ervaring), en ontworpen om efficiënte en gedetailleerde feedback van stakeholders te verzamelen en samen te vatten. Het consultatieproces was ingericht volgens drie stromen:"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.ec1a01fb02d1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","Two 90-minute online consultation sessions, which took place on April 10 and 11. A short background document with the proposed changes for DigComp 3.0 was sent in advance to registered participants. Each online session had the same format, covering rationale, priorities, and proposed changes to DigComp 3.0; and asking stakeholders to provide feedback through open- and closed-format polling questions and the meeting chat function. The DigComp expert pool members each attended one of the two sessions and provided their observations to the Chair, who provided a summary to the JRC. The DigComp Stakeholder Expert designed and coordinated the stakeholder consultation with the JRC, and moderated the sessions.","Twee online consultatiesessies van 90 minuten, die plaatsvonden op 10 en 11 april. Voorafgaand werd een kort achtergronddocument met de voorgestelde wijzigingen voor DigComp 3.0 naar de geregistreerde deelnemers gestuurd. Elke online sessie had dezelfde opzet, waarin de achtergrond, prioriteiten en voorgestelde wijzigingen voor DigComp 3.0 werden behandeld, en waarin stakeholders werd gevraagd feedback te geven via open en gesloten peilingsvragen en de chatfunctie van de vergadering. De leden van de DigComp-expertpool woonden elk één van de twee sessies bij en gaven hun observaties door aan de voorzitter, die een samenvatting aan het JRC verstrekte. De DigComp Stakeholder Expert ontwierp en coördineerde de stakeholderconsultatie met het JRC en modereerde de sessies."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.50c61678acec","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","An optional online feedback survey structured on the same themes of the online consultation, consisting of both open (text) and closed (numeric) responses. A link to this survey was sent to all registered participants (including those who could not attend the online sessions) along with the background document and left open for responses until April 30.","Een optionele online feedbackenquête gestructureerd rond dezelfde thema's als de online consultatie, bestaande uit zowel open (tekst) als gesloten (numerieke) antwoorden. Een link naar deze enquête werd naar alle geregistreerde deelnemers gestuurd (inclusief degenen die de online sessies niet konden bijwonen), samen met het achtergronddocument, en bleef open voor reacties tot 30 april."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.880680e27db7","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","An optional in-depth review of the competence-specific proficiency levels, the proposed way of conveying AI for each competence, and the learning outcomes, again sent to all registered participants, and open until April 30.","Een optionele diepgaande beoordeling van de competentiespecifieke vaardigheidsniveaus, de voorgestelde wijze waarop AI per competentie wordt weergegeven, en de leerresultaten, eveneens verstuurd naar alle geregistreerde deelnemers en open tot 30 april."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.55a211edc355","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","In total, 527 stakeholders registered to take part in the consultation. Of these, approximately 260 attended one of the online stakeholder consultation sessions in April. A total of 174 stakeholders submitted a response to the feedback survey, and 40 completed the in-depth review.","In totaal hebben 527 stakeholders zich geregistreerd voor deelname aan de consultatie. Van hen woonden er ongeveer 260 één van de online stakeholderconsultatiesessies in april bij. In totaal gaven 174 stakeholders gehoor aan de feedbackenquête, en 40 voltooiden de diepgaande beoordeling."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.23e1ce2d9f40","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","Participants from all Member States except for Luxembourg registered to participate, and stakeholder feedback was received by 24 of 27 Member States (i.e. except Cyprus, Luxembourg and Malta). One-seventh (14%) of registered stakeholders were from outside the EU (either from another European country, 6%, or a non-European one, 8%). Participation across countries was uneven: proportionally more stakeholders from Belgium, Italy and Spain registered to take part. However, stakeholders in Italy and Spain have already made extensive use of DigComp, so high participation was expected. Also, 63% of registered stakeholders in Belgium represented organisations at international or European levels.","Deelnemers uit alle lidstaten behalve Luxemburg registreerden zich voor deelname, en er werd feedback ontvangen van stakeholders uit 24 van de 27 lidstaten (d.w.z. niet uit Cyprus, Luxemburg en Malta). Een zevende (14%) van de geregistreerde stakeholders kwam van buiten de EU (ofwel uit een ander Europees land, 6%, of een niet-Europees land, 8%). De deelname per land was ongelijk verdeeld: naar verhouding registreerden meer stakeholders uit België, Italië en Spanje zich. Echter, stakeholders in Italië en Spanje hebben al uitgebreid gebruikgemaakt van DigComp, dus een hoge deelname was te verwachten. Daarnaast vertegenwoordigde 63% van de geregistreerde stakeholders in België organisaties op internationaal of Europees niveau."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.47b02f4fd42b","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","About two-fifths of stakeholders represented national perspectives (37%), while 44% were working at European (22%) or international (22%) levels. The remainder were working at regional (11%) or local levels (8%).","Ongeveer twee vijfde van de stakeholders vertegenwoordigde nationale perspectieven (37%), terwijl 44% werkzaam was op Europees (22%) of internationaal (22%) niveau. De rest was werkzaam op regionaal (11%) of lokaal niveau (8%)."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.3d680a65ec16","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","The four most common stakeholder groups were higher education leaders, educators and researchers (25%); governmental authorities (including public administration and public organisations) (18%); third sector organisations (12%) and primary and secondary education leaders and educators (11%). Adult and lifelong learning providers (9%), business sector organisations (9%) and VET leaders and educators (5%), accounted for a further 23% of all registered stakeholders. Public and private employment services (2%) and skills certification providers (2.5%) were less frequent, and the remaining 7% of respondents classified themselves as ‘other stakeholder type’.","De vier meest voorkomende stakeholdergroepen waren leiders in het hoger onderwijs, docenten en onderzoekers (25%); overheidsinstanties (inclusief openbaar bestuur en publieke organisaties) (18%); maatschappelijke organisaties (12%) en schoolleiders en docenten in het basis- en voortgezet onderwijs (11%). Aanbieders van volwasseneneducatie en een leven lang leren (9%), organisaties uit de commerciële sector (9%) en mbo-leiders en -docenten (5%) waren goed voor nog eens 23% van alle geregistreerde stakeholders. Publieke en private arbeidsvoorzieningen (2%) en verstrekkers van vaardigheidscertificeringen (2,5%) waren minder frequent aanwezig, en de resterende 7% van de respondenten deelde zichzelf in als 'ander type stakeholder'."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.0bfd2d677de1","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","Most stakeholders (70%) had used DigComp previously, and 15% had participated in the DigComp 2.2 update.","De meeste stakeholders (70%) hadden DigComp eerder gebruikt, en 15% had deelgenomen aan de DigComp 2.2-update."
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.dbd8f6a6bf7e","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","FEEDBACK","FEEDBACK"
"doc.annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation.paragraph.1ae55e78daee","annexes.annex_3:_phases_in_the_development_of_digcomp_3.0.phase_3:_stakeholder_consultation|paragraph","Below is a summary of the key findings from the stakeholder feedback analysis. The detailed feedback provided, particularly in the survey and in-depth review, was analysed in depth by the DigComp Stakeholder Expert and the JRC and incorporated into the revisions to the framework for Phase 4.","Hieronder volgt een samenvatting van de belangrijkste bevindingen uit de analyse van de stakeholderfeedback. De gedetailleerde feedback, met name uit de enquête en de diepgaande beoordeling, werd grondig geanalyseerd door de DigComp Stakeholder Expert en het JRC en verwerkt in de herzieningen van het raamwerk voor Fase 4."
