"location","context","source","target"
"doc.glossary_of_terms_and_definitions.table_cell.36aee4372b7b","glossary_of_terms_and_definitions|table_cell","Cambridge Dictionary: Intellectu- al property","Cambridge Dictionary: Intellectueel eigendom"
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.dad8de2e00a9","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","4.3 Protecting health and Supporting wellbeing\nRationale: Protecting is replaced by Supporting to convey a balanced and optimistic (but not naïve) perspective. ‘Wellbeing’ is understood in DigComp 3.0 to include physical, mental and social aspects, so Health is removed from the title.\nTo use digital technologies in ways that support wellbeing and inclusion. To be able to avoid health risks and threats to physical and psy- chological wellbeing minimise risks and threats to physical, mental and social wellbeing of oneself and others while using digital technol- ogies. To balance usage of digital technologies with offline activities to support wellbeing. To be able to protect oneself and others take action to help protect oneself and others from possible dangers in digital environments (e.g. cyberbullying, harmful content), and to know how to respond to such dangers. To be aware of digital technologies for social wellbeing and social inclusion.\nRationale: Using digital technologies in ways that support (rather than negatively affect) wellbeing and inclusion is added to convey the potential benefits of balanced and informed usage. Total avoidance of risks and threats to wellbeing may be unrealistic – this is replaced with minimising risks and threats, and not only to oneself but to others. Reference to a balance between online and offline activities is added as a relevant aspect of this competence. The other changes in the wording convey agency (to take action to help to protect; to use digital technologies).","4.3 Ondersteunen van welzijn\nRationale: 'Beschermen' is vervangen door 'Ondersteunen' om een evenwichtig en optimistisch (maar niet naïef) perspectief over te dragen. 'Welzijn' wordt in DigComp 3.0 opgevat als bestaande uit fysieke, mentale en sociale aspecten, daarom is 'gezondheid' uit de titel verwijderd.\nDigitale technologieën gebruiken op manieren die welzijn en inclusie ondersteunen. Risico's en bedreigingen voor het fysieke, mentale en sociale welzijn van zichzelf en anderen minimaliseren bij het gebruik van digitale technologieën. Het gebruik van digitale technologieën in evenwicht brengen met offline activiteiten om welzijn te ondersteunen. Actie ondernemen om zichzelf en anderen te helpen beschermen tegen mogelijke gevaren in digitale omgevingen (bijv. cyberpesten, schadelijke inhoud), en weten hoe op dergelijke gevaren te reageren.\nRationale: Het gebruik van digitale technologieën op manieren die welzijn en inclusie ondersteunen (in plaats van negatief beïnvloeden) is toegevoegd om de potentiële voordelen van evenwichtig en geïnformeerd gebruik over te dragen. Volledige vermijding van risico's en bedreigingen voor het welzijn is wellicht onrealistisch – dit is vervangen door het minimaliseren van risico's en bedreigingen, en niet alleen voor jezelf maar ook voor anderen. Verwijzing naar een balans tussen online en offline activiteiten is toegevoegd als een relevant aspect van deze competentie. De andere wijzigingen in de formulering dragen zelfsturing over (actie ondernemen om te helpen beschermen; digitale technologieën gebruiken)."
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.1445f41cdf48.3","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","4. Safety, wellbeing and responsible use\nRationale: Wellbeing and responsible use are added to the competence area title to convey the full range of competences in this competence area.\nTo protect devices, content, personal data and privacy in digital environments.\nTo protect physical and psychological health support physical, mental and social wellbeing of oneself and others, and to be aware of benefits and risks of digital tech- nologies for social wellbeing and social inclusion. To be aware of the environmen- tal impact of digital technologies and their use, to take action to reduce such impact, and to use digital technologies to support sustainability.\nRationale: The wording is adjusted to re- fer to wellbeing as consisting of physical, mental and social aspects. Oneself and others is added to convey the importance of awareness of others’ wellbeing and in- clusion, not only one’s own. Taking action is added regarding environmental impacts and sustainable use of digital technolo- gies to convey agency.","4. Veiligheid, welzijn en verantwoord gebruik\nRationale: 'Welzijn' en 'verantwoord gebruik' zijn toegevoegd aan de titel van het competentiegebied om het volledige scala aan competenties in dit gebied weer te geven.\nApparaten, inhoud, persoonsgegevens en privacy beschermen in digitale omgevingen. Het fysieke, mentale en sociale welzijn van zichzelf en anderen ondersteunen, en zich bewust zijn van de voordelen en risico's van digitale technologieën voor het welzijn en sociale inclusie. Bewust zijn van de milieu-impact van digitale technologieën en het gebruik ervan, actie ondernemen om deze impact te verminderen en digitale technologieën gebruiken ter ondersteuning van duurzaamheid.\nRationale: De formulering is aangepast om te verwijzen naar welzijn als bestaande uit fysieke, mentale en sociale aspecten. 'Van zichzelf en anderen' is toegevoegd om het belang van bewustzijn van het welzijn en de inclusie van anderen te benadrukken, niet alleen dat van jezelf. 'Actie ondernemen' is toegevoegd met betrekking tot milieueffecten en duurzaam gebruik van digitale technologieën om zelfsturing over te dragen."
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.0b3f411ee9e9","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","4.4 Protecting the environment Environmental impacts of digital technologies Rationale: The competence title is updated to better match the content of the competence.\nTo be aware of the environmental impact of digital technologies and their use, including device production, operation, repair, recycling, disposal, data storage infrastructure, energy consumption and usage of tools and applications. To take action to reduce such impact and to use digital technologies to support sustainability.\nRationale: The descriptor is expanded to include reference to a range of ways in which digital technologies can impact the environment, and reference is added to taking action to convey agency.","4.4 Milieu-impact van digitale technologieën\nRationale: De titel van de competentie is bijgewerkt om beter aan te sluiten bij de inhoud.\nBewust zijn van de milieu-impact van digitale technologieën en het gebruik ervan, inclusief de productie van apparaten, het gebruik, de reparatie, recycling, verwijdering, dataopslaginfrastructuur, het energieverbruik en het gebruik van hulpmiddelen en toepassingen. Actie ondernemen om deze impact te verminderen en digitale technologieën gebruiken ter ondersteuning van duurzaamheid.\nRationale: De descriptor is uitgebreid om te verwijzen naar een reeks manieren waarop digitale technologieën het milieu kunnen beïnvloeden, en er is een verwijzing naar 'actie ondernemen' toegevoegd om zelfsturing over te dragen."
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.8325d3707b71.2","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","Competence area and descriptor","Competentiegebied en descriptor"
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.222e9b13ac95.4","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","Competence and descriptor","Competentie en descriptor"
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.bf3e0c13721a","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","5. Problem identification and solving\nRationale: Identification is added to the title as an important part of the prob- lem-solving process.\nTo identify and assess needs and prob- lems, and to use digital technologies and adapt digital environments to meet these needs. To identify and resolve technical and conceptual problems and problem situations in digital environments. To use digital tools technologies to innovate make improvements in, or new solutions for, processes and products. To build capa- bilities to operate autonomously in digital environments. To keep up-to-date with the digital evolution. To stay informed about digital technological developments and their implications.\nRationale: Changes to the first part of the competence area descriptor are\nmade to better reflect the competences contained within it, i.e. using and adapt- ing digital environments to meet needs; identifying as well as resolving technical as well as conceptual problems. Technol- ogies replaces tools for overall frame- work consistency. Building capabilities to operate autonomously is added as a key aspect of this competence area. The final sentence signals that simply following the digital evolution may not be sufficient – a consideration of implications (for oneself, others and wider society) may also be necessary.","5. Problemen identificeren en oplossen\nRationale: 'Identificeren' is aan de titel toegevoegd als een belangrijk onderdeel van het proces van probleemoplossing.\nBehoeften en problemen identificeren en beoordelen, en digitale technologieën gebruiken en digitale omgevingen aanpassen om aan deze behoeften te voldoen. Technische en conceptuele problemen en probleemsituaties in digitale omgevingen identificeren en oplossen. Digitale technologieën gebruiken om verbeteringen aan te brengen in of nieuwe oplossingen te creëren voor processen en producten. Capaciteiten opbouwen om autonoom te kunnen functioneren in digitale omgevingen. Op de hoogte blijven van digitale technologische ontwikkelingen en hun implicaties.\nRationale: Wijzigingen in het eerste deel van de descriptor van het competentiegebied zijn aangebracht om de daarin opgenomen competenties beter te weerspiegelen, d.w.z. het gebruiken en aanpassen van digitale omgevingen om aan behoeften te voldoen; het zowel identificeren als oplossen van zowel technische als conceptuele problemen. 'Technologieën' vervangt 'tools' voor de algemene consistentie van het kader. 'Capaciteiten opbouwen om autonoom te functioneren' is toegevoegd als een kernaspect van dit competentiegebied. De laatste zin geeft aan dat het simpelweg volgen van de digitale evolutie niet voldoende is – een overweging van de implicaties (voor jezelf, anderen en de bredere samenleving) is ook noodzakelijk."
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.7cadfc6f51eb","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","5.1 Identifying and solving technical problems\nRationale: Identification is added to the title as an important part of the problem-solving process.\nTo identify technical problems when operating digital devices and using in digital environments, and to solve them (from trouble-shooting to solving more complex problems) through a variety of means.\nRationale: Minor re-wording for simplicity and overall framework consistency.","5.1 Identificeren en oplossen van technische problemen\nRationale: 'Identificeren' is aan de titel toegevoegd als een belangrijk onderdeel van het proces van probleemoplossing.\nTechnische problemen identificeren bij het bedienen van digitale apparaten en in digitale omgevingen, en deze op verschillende manieren oplossen.\nRationale: Kleine tekstuele aanpassing voor eenvoud en algemene consistentie van het kader."
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.bf3e0c13721a.1","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","5. Problem identification and solving\nRationale: Identification is added to the title as an important part of the prob- lem-solving process.\nTo identify and assess needs and prob- lems, and to use digital technologies and adapt digital environments to meet these needs. To identify and resolve technical and conceptual problems and problem situations in digital environments. To use digital tools technologies to innovate make improvements in, or new solutions for, processes and products. To build capa- bilities to operate autonomously in digital environments. To keep up-to-date with the digital evolution. To stay informed about digital technological developments and their implications.\nRationale: Changes to the first part of the competence area descriptor are\nmade to better reflect the competences contained within it, i.e. using and adapt- ing digital environments to meet needs; identifying as well as resolving technical as well as conceptual problems. Technol- ogies replaces tools for overall frame- work consistency. Building capabilities to operate autonomously is added as a key aspect of this competence area. The final sentence signals that simply following the digital evolution may not be sufficient – a consideration of implications (for oneself, others and wider society) may also be necessary.","5. Problemen identificeren en oplossen\nRationale: 'Identificeren' is aan de titel toegevoegd als een belangrijk onderdeel van het proces van probleemoplossing.\nBehoeften en problemen identificeren en beoordelen, en digitale technologieën gebruiken en digitale omgevingen aanpassen om aan deze behoeften te voldoen. Technische en conceptuele problemen en probleemsituaties in digitale omgevingen identificeren en oplossen. Digitale technologieën gebruiken om verbeteringen aan te brengen in of nieuwe oplossingen te creëren voor processen en producten. Capaciteiten opbouwen om autonoom te kunnen functioneren in digitale omgevingen. Op de hoogte blijven van digitale technologische ontwikkelingen en hun implicaties.\nRationale: Wijzigingen in het eerste deel van de descriptor van het competentiegebied zijn aangebracht om de daarin opgenomen competenties beter te weerspiegelen, d.w.z. het gebruiken en aanpassen van digitale omgevingen om aan behoeften te voldoen; het zowel identificeren als oplossen van zowel technische als conceptuele problemen. 'Technologieën' vervangt 'tools' voor de algemene consistentie van het kader. 'Capaciteiten opbouwen om autonoom te functioneren' is toegevoegd als een kernaspect van dit competentiegebied. De laatste zin geeft aan dat het simpelweg volgen van de digitale evolutie niet voldoende is – een overweging van de implicaties (voor jezelf, anderen en de bredere samenleving) is ook noodzakelijk."
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.73eccc64c68e","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","5.2 Identifying needs and digital technological responses Rationale: Digital is added for overall framework consistency.\nTo assess one’s own and others’ needs and to identify, evaluate, select and use digital tools and possible technological responses and to solve them to evaluate, select, use and adapt digital technologies to meet these needs. To adjust and customise digital environments to personal needs (e.g. accessibility) the contexts, goals and needs (e.g. accessibility) of oneself and others.\nRationale: The descriptor is re-worded to account for the needs of others as well as oneself and also for overall framework consistency. Purposes of customising environments are extended to contexts and goals as well as needs, again referring to others as well as oneself.","5.2 Identificeren van behoeften en technologische antwoorden\nRationale: 'Digital' is toegevoegd voor de algemene consistentie van het kader.\nDe behoeften van zichzelf en anderen beoordelen en digitale technologieën evalueren, selecteren, gebruiken en aanpassen om aan deze behoeften te voldoen. Digitale omgevingen aanpassen aan de context, doelen en behoeften (bijv. toegankelijkheid) van zichzelf en anderen.\nRationale: De descriptor is geherformuleerd om rekening te houden met de behoeften van anderen naast die van jezelf, en ook voor de algemene consistentie van het kader. De doelen voor het aanpassen van omgevingen zijn uitgebreid naar contexten en doelen naast behoeften, waarbij wederom wordt verwezen naar zowel anderen als naar zichzelf."
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.bf3e0c13721a.2","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","5. Problem identification and solving\nRationale: Identification is added to the title as an important part of the prob- lem-solving process.\nTo identify and assess needs and prob- lems, and to use digital technologies and adapt digital environments to meet these needs. To identify and resolve technical and conceptual problems and problem situations in digital environments. To use digital tools technologies to innovate make improvements in, or new solutions for, processes and products. To build capa- bilities to operate autonomously in digital environments. To keep up-to-date with the digital evolution. To stay informed about digital technological developments and their implications.\nRationale: Changes to the first part of the competence area descriptor are\nmade to better reflect the competences contained within it, i.e. using and adapt- ing digital environments to meet needs; identifying as well as resolving technical as well as conceptual problems. Technol- ogies replaces tools for overall frame- work consistency. Building capabilities to operate autonomously is added as a key aspect of this competence area. The final sentence signals that simply following the digital evolution may not be sufficient – a consideration of implications (for oneself, others and wider society) may also be necessary.","5. Problemen identificeren en oplossen\nRationale: 'Identificeren' is aan de titel toegevoegd als een belangrijk onderdeel van het proces van probleemoplossing.\nBehoeften en problemen identificeren en beoordelen, en digitale technologieën gebruiken en digitale omgevingen aanpassen om aan deze behoeften te voldoen. Technische en conceptuele problemen en probleemsituaties in digitale omgevingen identificeren en oplossen. Digitale technologieën gebruiken om verbeteringen aan te brengen in of nieuwe oplossingen te creëren voor processen en producten. Capaciteiten opbouwen om autonoom te kunnen functioneren in digitale omgevingen. Op de hoogte blijven van digitale technologische ontwikkelingen en hun implicaties.\nRationale: Wijzigingen in het eerste deel van de descriptor van het competentiegebied zijn aangebracht om de daarin opgenomen competenties beter te weerspiegelen, d.w.z. het gebruiken en aanpassen van digitale omgevingen om aan behoeften te voldoen; het zowel identificeren als oplossen van zowel technische als conceptuele problemen. 'Technologieën' vervangt 'tools' voor de algemene consistentie van het kader. 'Capaciteiten opbouwen om autonoom te functioneren' is toegevoegd als een kernaspect van dit competentiegebied. De laatste zin geeft aan dat het simpelweg volgen van de digitale evolutie niet voldoende is – een overweging van de implicaties (voor jezelf, anderen en de bredere samenleving) is ook noodzakelijk."
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.bcb3a2b44791","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","5.3 Creatively Identifying creative solutions using digital technology technologies\nRationale: The competence title is adjusted to better convey the content of the competence. Technology is changed to technologies for overall framework consistency.\nTo use digital technologies to create knowledge and to innovate processes and products make improvements in or new solutions for processes and products, using a human-centric approach. To engage individually and collectively in cognitive processing critical thinking processes, and the creative and purposeful use of digital technologies, to understand and resolve conceptual problems and problem situa- tions.\nRationale: The first part of the descriptor has been simplified and clarified (stakeholders queried the meaning of the term ‘innovate’) and human-centric approaches are mentioned to signal their importance. Cognitive processing is replaced with an expanded phrasing, referring not only to critical thinking but also to creative and purposeful use.","5.3 Identificeren van creatieve oplossingen met digitale technologieën\nRationale: De titel van de competentie is aangepast om de inhoud van de competentie beter weer te geven. 'Technology' is veranderd in 'technologies' voor de algemene consistentie van het kader.\nDigitale technologieën gebruiken om verbeteringen aan te brengen in of nieuwe oplossingen te creëren voor processen en producten, vanuit een mensgerichte benadering. Individueel en collectief deelnemen aan kritische denkprocessen en het creatieve en doelgerichte gebruik van digitale technologieën om conceptuele problemen en probleemsituaties te begrijpen en op te lossen.\nRationale: Het eerste deel van de descriptor is vereenvoudigd en verduidelijkt (belanghebbenden hadden vragen bij de betekenis van de term 'innoveren') en mensgerichte benaderingen worden genoemd om het belang ervan te benadrukken. 'Cognitieve verwerking' is vervangen door een uitgebreidere formulering, die niet alleen verwijst naar kritisch denken, maar ook naar creatief en doelgericht gebruik."
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.bf3e0c13721a.3","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","5. Problem identification and solving\nRationale: Identification is added to the title as an important part of the prob- lem-solving process.\nTo identify and assess needs and prob- lems, and to use digital technologies and adapt digital environments to meet these needs. To identify and resolve technical and conceptual problems and problem situations in digital environments. To use digital tools technologies to innovate make improvements in, or new solutions for, processes and products. To build capa- bilities to operate autonomously in digital environments. To keep up-to-date with the digital evolution. To stay informed about digital technological developments and their implications.\nRationale: Changes to the first part of the competence area descriptor are\nmade to better reflect the competences contained within it, i.e. using and adapt- ing digital environments to meet needs; identifying as well as resolving technical as well as conceptual problems. Technol- ogies replaces tools for overall frame- work consistency. Building capabilities to operate autonomously is added as a key aspect of this competence area. The final sentence signals that simply following the digital evolution may not be sufficient – a consideration of implications (for oneself, others and wider society) may also be necessary.","5. Problemen identificeren en oplossen\nRationale: 'Identificeren' is aan de titel toegevoegd als een belangrijk onderdeel van het proces van probleemoplossing.\nBehoeften en problemen identificeren en beoordelen, en digitale technologieën gebruiken en digitale omgevingen aanpassen om aan deze behoeften te voldoen. Technische en conceptuele problemen en probleemsituaties in digitale omgevingen identificeren en oplossen. Digitale technologieën gebruiken om verbeteringen aan te brengen in of nieuwe oplossingen te creëren voor processen en producten. Capaciteiten opbouwen om autonoom te kunnen functioneren in digitale omgevingen. Op de hoogte blijven van digitale technologische ontwikkelingen en hun implicaties.\nRationale: Wijzigingen in het eerste deel van de descriptor van het competentiegebied zijn aangebracht om de daarin opgenomen competenties beter te weerspiegelen, d.w.z. het gebruiken en aanpassen van digitale omgevingen om aan behoeften te voldoen; het zowel identificeren als oplossen van zowel technische als conceptuele problemen. 'Technologieën' vervangt 'tools' voor de algemene consistentie van het kader. 'Capaciteiten opbouwen om autonoom te functioneren' is toegevoegd als een kernaspect van dit competentiegebied. De laatste zin geeft aan dat het simpelweg volgen van de digitale evolutie niet voldoende is – een overweging van de implicaties (voor jezelf, anderen en de bredere samenleving) is ook noodzakelijk."
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.table_cell.d2e58c2bb1a2","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|table_cell","5.4 Identifying and addressing digital competence gaps needs\nRationale: Identifying needs in itself is insufficient, they also need to be addressed. Needs is preferred to gaps to convey a sense of indi- vidual agency and choice.\nTo understand recognise where one’s own digital competence needs to be improved or updated. To address digital competence needs within a broader process of lifelong learning, building capacity and autonomy. To be able to support others with their digital competence development. To seek opportunities for self-development and keep up-to-date with the digital evolution. To stay informed about digital technological developments and their personal, professional and societal implications.\nRationale: Recognise replaces understand as the first step in addressing competence needs. The second sentence is added to convey\nthe active addressing of needs, referencing lifelong learning to convey that digital competence development is a continual process. The ref- erence to building capacity and autonomy signals the purpose of such learning. Being able to is deleted from the sentence on supporting others as it is superfluous. The sentence on seeking opportunities is deleted as it is captured in the new second sentence. The last sentence is added to signal the importance of not only staying informed about digital technological developments but also considering their person-\nal, professional and societal implications.","5.4 Identificeren en aanpakken van behoeften aan digitale competentie\nRationale: Het identificeren van behoeften op zich is onvoldoende; ze moeten ook worden aangepakt. De term 'behoeften' geniet de voorkeur boven 'tekorten' om een gevoel van individuele zelfsturing en keuze over te dragen.\nHerkennen waar de eigen digitale competentie verbeterd of geactualiseerd moet worden. Digitale competentiebehoeften aanpakken binnen een breder proces van een leven lang leren, waarbij capaciteit en autonomie worden opgebouwd. Anderen ondersteunen bij de ontwikkeling van hun digitale competenties. Op de hoogte blijven van digitale technologische ontwikkelingen en hun persoonlijke, professionele en maatschappelijke implicaties.\nRationale: 'Herkennen' vervangt 'begrijpen' als de eerste stap in het aanpakken van competentiebehoeften. De tweede zin is toegevoegd om het actieve aanpakken van behoeften over te dragen, waarbij wordt verwezen naar een leven lang leren om aan te geven dat de ontwikkeling van digitale competenties een voortdurend proces is. De verwijzing naar het opbouwen van capaciteit en autonomie geeft het doel van dit leerproces aan. 'In staat zijn om' is verwijderd uit de zin over het ondersteunen van anderen omdat het overbodig is. De zin over het zoeken naar kansen is verwijderd omdat deze is opgenomen in de nieuwe tweede zin. De laatste zin is toegevoegd om het belang te benadrukken van niet alleen op de hoogte blijven van digitale technologische ontwikkelingen, maar ook het overwegen van de persoonlijke, professionele en maatschappelijke implicaties daarvan."
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.paragraph.b09196b3179d.1","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|paragraph","Source: JRC own elaboration.","Bron: eigen uitwerking JRC."
"doc.annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0.paragraph.dc73d8cd4637","annexes.annex_1:_comparison_of_digcomp_2.2_and_digcomp_3.0|paragraph","Table A3 shows how the DigComp 3.0 proficiency levels can be mapped to the 8 levels of DigComp 2.2 and also to a 6-level mapping that is used in some applications of DigComp. These are suggested mappings which of course can be modified and adapted.","Tabel A3 laat zien hoe de beheersingsniveaus van DigComp 3.0 kunnen worden gekoppeld aan de 8 niveaus van DigComp 2.2 en ook aan een koppeling met 6 niveaus die in sommige toepassingen van DigComp wordt gebruikt. Dit zijn voorgestelde koppelingen die uiteraard gewijzigd en aangepast kunnen worden."
